transaction_id,amount,currency,transaction_datetime,sender_name,sender_address,receiver_name,receiver_address,memo,sender_entity_id,receiver_entity_id,memo_entity_ids
ed40733f-2642-499e-a8bb-9369f7f8d1ff,493770.11,USD,2025-05-03T02:20:47,DONNA FLOYD PHD,"415 DIAZ STATION, BRIANBOROUGH, PE B9H3L2",TYLER LEWIS,"2937 LAURA VISTA, NORTH TREVOR, YT B9H 1B3",Investment proceeds VE5LJO74,GEN-7c8c5bde06a8,GEN-7eb2d8f40565,
3285b440-c420-4984-b154-f4681cb25174,634367.99,USD,2025-09-12T14:04:55,MILLER LLC,"233 EMILY TRACE SUITE 225, RHODESHAVEN, NB M2C 6L5",KYLE DIAZ,"96880 WILLIAMS FIELDS APT. 314, NORTH STACEYBURY, AB B1Y 5M3",Payment for invoice PZGVQYJ5,GEN-13a8b480cab5,GEN-077c162f6cb1,
0e1cbb74-e07f-471e-b725-bc3013db4f0b,181444.28,CAD,2025-03-03T05:53:37,CLAUDINE DUPUIS,"533 RUE DROLET, GODIN -SUR-MER, PE M4H7P4",COLLEEN SHEPHERD,"34075 HEATHER LAND APT. 826, TAYLORMOUTH, NB B3S4V7",Commercial payment ref G5NUV7EY,GEN-fafe234c4e5c,GEN-b6370d49ee33,
db020c67-ed9d-4256-8e43-1f975074429c,514199.86,EUR,2025-08-03T16:23:22,"BODECARNE, S.A. DE C.V.","8530 ERICA STATION, HARPERLAND, QC R6B7X3",BROCK AND SONS,"2326 FLYNN RIDGES APT. 471, MICHAELVIEW, BC C3P 9X1",Consulting services Z4HP3O62,NK-ZfPC6FA2VsGeT6M4A3wmi2,GEN-ec6fa8bbee73,
d9a5d447-53d7-4f36-932f-704548aa039a,773980.38,CAD,2025-04-02T18:29:42,SHANNON SMITH,"16665 DANIELLE PASS SUITE 547, DONALDCHESTER, NB P6X 5V7",EMILY HERNANDEZ,"3879 BARNES HILLS, SMITHVIEW, MB N1B1R9",Wire transfer - HP6CM9IE,GEN-25b34554ea34,GEN-37d533c30213,
b1d32b21-840c-44c5-b429-843b796c885b,808343.15,CAD,2025-11-06T18:42:02,OLSON-JOHNSON,"56859 DAVIES TRAFFICWAY SUITE 890, SOUTH ANDREATOWN, QC X8N 7J1",GREGORY HARRIS,"3924 CAMPBELL VALLEYS SUITE 041, DAVISMOUTH, NU J5M 4T4",Wire transfer - NJWUC23O,GEN-0c98e9aca738,GEN-4f1842ee56ae,
d6d780da-33bb-41fb-b34d-8e1bbd32426c,781332.28,USD,2025-01-27T09:33:13,WILLIAM CARTER PHD,"647 MARIA ROAD, WEST VALERIE, BC V3T 2C3",BRITTANY CURRY,"8159 ROBERT GARDENS SUITE 333, MORGANVILLE, SK G5R6J2",Payment for invoice B0160ITE,GEN-f7124f10d311,GEN-ed6dc5e5b397,
767771f9-7da8-4682-8970-3a9a1494a2c2,104862.79,CAD,2025-01-04T03:29:51,AMBER ROSS,"02947 KELSEY MEADOW APT. 793, HARRISMOUTH, BC R8E8A4",MELISSA JACKSON,"0736 JACOB CROSSROAD, NORTH BRIAN, PE V7R 1C4","Remittance for property at 0736 JACOB CROSSROAD, NORTH BRIAN, PE V7R 1C4 E7G55JQF",GEN-200d0eed8b30,GEN-104b793e47c2,GEN-104b793e47c2
8dbe1c3b-376f-4ff6-a52b-545137c42d04,628894.23,CAD,2025-11-02T05:17:00,ISAIAH KIM,"63559 OCONNOR KNOLL, NEW LAURIE, NS X6L6C2",JESSICA VILLENEUVE,"17881 RUE LAETITIA SUITE 074, PILON -SUR-MER, QC X5B5H8",Commercial payment ref 7HQCE95N,GEN-d2e1a51cf444,GEN-528d7e7eaa0f,
574635d3-1882-4668-9823-25963955964e,522389.14,CAD,2025-09-26T00:49:40,MARTINEAU-LABONTE,"97161 RUE KARINE SUITE 399, FORTIER -SUR-MER, SK G1X 4J4",JEAN GINGRAS,"3214 RUE DELISLE SUITE 447, LILE- GINGRAS, NT X7V9C2",Loan repayment 75O1RIJ2,GEN-69d20306708c,GEN-ac32c78ced27,
b03b41cf-3bdb-4f2b-8af3-d1c79ba52476,774024.82,CAD,2025-09-04T18:13:42,GOULET-LARIVIERE,"46842 ALLE ST-PIERRE APT. 380, MARCHAND, MB V4L 7S4",TAMMY JOHNSON,"80375 HANNAH MANOR SUITE 720, SHANEBURY, YT J3V7R4",Wire transfer - 4PCR6Q6D,GEN-f0a1e1a28b1f,GEN-835b0b1c448b,
ef565569-df96-44ed-a451-a65394017590,75419.58,CHF,2025-04-23T11:40:52,"ROBERTS, PORTER AND PERKINS","15090 JENNIFER CLIFF, NEW RODNEYVILLE, QC R4Y6G8",FREDERIC CROTEAU,"9113 RUE VEILLEUX APT. 125, LEPAGE, NU G7M 6Y9",Investment proceeds XZ9PTZDO,GEN-eefb23b73944,GEN-f1c05fb32d05,
853a13e3-86f5-4071-949f-2e1d8ca5c998,915329.55,CAD,2025-06-02T08:16:20,SUSAN ROMERO,"804 AUSTIN BROOK, LAKE DAVIDSTAD, YT V1M 4P3",ISABELLE GOSSELIN,"634 RUE LUC SUITE 293, SAINTE- DENISE, NU G8K8P2",Settlement re ISABELLE GOSSELIN ZFVYNLNS,GEN-c81d3c4f473c,GEN-86d98d94cfcc,GEN-86d98d94cfcc
d9be6658-4337-4925-b7f2-d9e8e6439d9f,812599.64,CAD,2025-10-27T03:42:46,RUBEN ROBINSON,"7610 BIANCA FORKS APT. 794, SOUTH THOMASHAVEN, AB K8J3J7",WAYNE CONRAD,"44154 NGUYEN TURNPIKE, PORT WILLIAM, NC 73628",Consulting services VOHR0NGR,GEN-86d6acc45a04,GEN-475ead20328f,
f986287f-b4ea-49bd-9ebe-685472f9c6a3,381011.86,CAD,2025-02-11T04:40:03,"BENNETT, ARMSTRONG AND BUCKLEY","946 ALEXANDER RIVER APT. 496, STRICKLANDVILLE, NY 44086","HILL, SILVA AND CANTRELL","69192 COOK PARKWAY SUITE 561, NEW JOHNBERG, YT M5C 1R5",Wire transfer - RVEKY65L,GEN-8645ae822043,GEN-4b9799f23858,
12e77197-ead2-402f-b067-7f119ffc7ee5,90953.22,CAD,2025-07-21T18:23:17,JACQUELINE CHARETTE,"82473 AVENUE DROLET, LAC--MONT--LEMIRE, ON Y2R 9C9",BURNS GROUP,"155 PHILIP FOREST SUITE 182, NORTH SHELIABERG, BC E9P1J6",Service fee payment U0EGFS2D,GEN-dae1a4aa0d56,GEN-c8949fecb815,
d3929e41-8abe-4813-84ac-d7265145d50e,184837.71,CAD,2025-05-29T20:51:14,BRIAN DONOVAN,"4973 PAUL TERRACE SUITE 768, NEW SAMANTHAPORT, AK 27453",TATE-WISE,"655 RONALD EXTENSIONS, EAST AARON, BC G1L7N6",Service fee payment 17D76WAN,GEN-efd08d63bcc6,GEN-20c22a48b4c6,
027b9270-25b4-40a4-a8ee-e256142d1680,216614.1,USD,2025-07-22T09:29:45,JENNIFER RODRIGUEZ,"4684 ANTONIO SKYWAY, MICHAELMOUTH, YT X9M5P5",NANCY SMITH,"5268 KRISTINE CENTERS SUITE 891, MARTINEZMOUTH, QC X9K 2J2","Remittance for property at 5268 KRISTINE CENTERS SUITE 891, MARTINEZMOUTH, QC X9K 2J2 CWKNEM6F",GEN-78f2a4cfc59c,GEN-39e127cb8542,GEN-39e127cb8542
67d10dd4-59cf-49d9-a2a6-c9c7e054dc10,612687.85,USD,2025-01-15T03:32:15,ALEXANDER MATTHEWS,"1958 BRENDA SHOALS, GOMEZHAVEN, ON N4M 4R4",SMITH-LEE,"7871 TROY PASSAGE, SOUTH ERICLAND, SK B7Y1V8",Consulting services KDX5WX3V,GEN-59baa0815424,GEN-d2df0f0678b1,
aaac79b3-7ff8-439c-8dd7-38a968612cc2,381309.9,CAD,2025-05-22T17:15:41,PAUL BOUCHARD,"780 MONTEE GRENIER SUITE 317, L EMILIE, NL J2X7X4",EMMA CYR,"675 AVENUE LANGLOIS, LAC- HARVEY, NU M8Y 3M1",Investment proceeds B79HWMRA,GEN-fa5981009aeb,GEN-e9ba7cd1b56b,
8d5ff6dc-dfab-4e39-816d-a4d6e603c803,485355.9,CAD,2025-09-15T23:55:17,KATHERINE WILLIAMS,"64354 BROWN GARDENS SUITE 562, AMYFURT, PE K4L4V8",BROWN-COLEMAN,"6225 JENKINS CENTERS SUITE 022, BROWNSHIRE, NU N6L2S5",Payment for invoice XBORI371,GEN-151525056a71,GEN-95d7f9dd4121,
fe5d43c0-e672-4f87-a43f-7ce0b24829bb,904343.53,CAD,2025-01-26T10:14:59,PATRICK BELL,"398 JEANNE OVERPASS, WEST KIMBERLY, YT N1E 1G2",DRAKE PLC,"1587 WALKER LAKES, NEW JOSESIDE, PE H3R 5K6",Payment for invoice NGOFDJPY,GEN-c252ecfb7b2e,GEN-d9eec4f054ad,
669599c4-34ac-40b5-80a8-3ee0c624a877,873474.93,USD,2025-07-09T18:03:22,ROBERTO ANDERSON,"149 PAUL NECK, MARTINEZBURY, DC 87955","MAYS, SMITH AND KIM","76950 AMANDA GLENS SUITE 795, NEW STEVENBERG, MB A1T1R3",Trade settlement PP3YOWVZ,GEN-df1e7b10d3cc,GEN-df9b62e28a44,
6a481740-8310-40f4-ae9c-f7e99e4d9e93,53691.94,CAD,2025-05-23T09:58:48,MATTHEW POWERS,"15585 MARISSA PASS, PATRICKBURY, BC B7N 2S2","ANDREWS, CARR AND RILEY","6818 HERRERA SPUR, SOUTH DONALD, YT A5R8L9","Wire to account at 6818 HERRERA SPUR, SOUTH DONALD, YT A5R8L9 - OJJ4IWW6",GEN-bab4b336208a,GEN-2a86a7ef6e53,GEN-2a86a7ef6e53
bb9fe936-ca7a-422c-8e31-7352e2011538,573931.48,CAD,2025-11-06T04:58:50,"CAIN, ELLIS AND MOLINA","996 ALYSSA FORKS APT. 888, LAKE MELISSA, BC J4B5S4",ERIC MORGAN,"624 ANTHONY MISSION, WEST VERONICA, NU B5H 8H4",Import/export settlement 91QDP6TP,GEN-3b32d1dbbb30,GEN-886ef5561529,
6bce2b5f-d98f-4cf1-9811-e2f002114eb0,135555.84,USD,2025-06-18T09:17:05,CASTRO INC,"10249 DUNCAN ROADS, SUSANPORT, PE R6E7S4",MELANIE HANEY,"9280 ETHAN PARK SUITE 199, MARTINEZSTAD, LA 29257",Operational expenses VR1DNHUO,GEN-bb6603896c1e,GEN-f0a6e6e0fdf6,
dbef3d67-55bc-41f7-b95b-17f458688ad5,552024.02,USD,2025-04-23T04:53:02,HEATH AND SONS,"USNS NAVARRO, FPO AA 85959",EVELYN SMITH,"91424 HEATHER MOUNTAINS SUITE 843, WEST KIMBERLY, NB V5M 3J3",Investment proceeds TJJ41M3H,GEN-b0df1dd6df18,GEN-3a58932e3487,
5d400814-9ab9-4098-a27f-0e15f7ee4d90,365927.64,CAD,2025-06-12T13:54:57,ERNEST WALTON,"617 MARC PARKWAY, SOUTH ANTHONYCHESTER, ND 72652",WAYNE DOMINGUEZ,"0858 ROCHA CAPE APT. 357, RAYMONDTOWN, ND 23242",Investment proceeds 608ZWL4L,GEN-4ddf4c350707,GEN-9bc9873eda03,
1c4a644c-4e4d-4a6d-99a4-49b1c1825403,181860.41,CAD,2025-11-06T23:37:33,BRIAN JOHNSON,"8879 SANDRA OVERPASS SUITE 847, EAST ALEXA, AB Y6R 6C3",KIMBERLY PARKER,"0139 MEYER CANYON SUITE 989, PERRYBERG, BC E4B 9J2",Settlement re KIMBERLY PARKER J7ZCJ5BN,GEN-cb8ebbc36201,GEN-8fd75f1ebd4d,GEN-8fd75f1ebd4d
98fba32d-399c-42fd-82e5-b4156b8153a4,755575.23,GBP,2025-08-22T10:17:41,SAMUEL ROBINSON,"36784 BRANDI ESTATE, NEW JUSTIN, QC X7K 5C5",MARIO CORTEZ,"6291 GONZALEZ WAYS, EAST DAVIDTON, NT E3S 7C2",Wire transfer - VWMXPKKX,GEN-85f09b85505c,GEN-a410b6cbc76e,
81fd5c33-0143-4f1b-8307-b16348b64256,860070.59,USD,2025-08-02T19:10:29,SIMONE CHARETTE,"52997 ALLE BERTRAND, LAC- DAIGLE, YT C1M9V2",MIKHAIL VALENTINOVICH ROMANOV,"2583 DEBORAH MILL, SOUTH SUSAN, SK Y5A 3H3",Commercial payment ref LY3K2HE6,GEN-f2c98193688a,Q28665491,
187e4220-1da8-47c1-806e-fc8d7af2ca97,848335.44,CAD,2025-02-22T13:46:39,RAMON CLARA RODRIGUEZ,"BOULEVARD ROMERO 798 EDIF. 575 , DEPTO. 152, SAN CLARA DE LA MONTANA, GRO 52180-6927",NICHOLAS BALDWIN,"2064 JASMINE DRIVES, LAKE LAUREN, HI 67458",Investment proceeds QC3YG7PK,GEN-5796b2480a10,GEN-39c3dee04544,
701f8533-f9d2-4bab-b4b3-78964fa1fd9d,572801.86,USD,2025-06-06T23:12:18,HOWARD LLC,"0812 TIFFANY POINTS, SOUTH JAY, PE R5V7R8",MARIA MORRIS,"337 MCGUIRE MILL APT. 415, WEST JEFF, SK R7P9X9",Trade settlement QT8U8CIU,GEN-64542aa54bd4,GEN-752853b34f95,
217b1b83-9b79-492e-b263-bbcf817eb5d3,729528.03,CAD,2025-04-19T20:59:56,"MILLER, BAILEY AND HOLMES","359 JOSHUA KNOLLS, EAST SEAN, NB P1P2G8",TRACY DANIEL,"7596 JERRY UNDERPASS, LYNNHAVEN, NT G6X 3A7","Trade settlement - address 7596 JERRY UNDERPASS, LYNNHAVEN, NT G6X 3A7 - 2XC4GPWW",GEN-879400ed1e83,GEN-688f51b62ae9,GEN-688f51b62ae9
5e4fb711-7c62-4f4e-88ca-cbb56b211667,857730.9,CAD,2025-04-15T01:58:03,JENNIFER BENSON,"589 ROBERT THROUGHWAY, BREANNAMOUTH, NT S5T9A9",RAYMOND MCDONALD,"257 KAREN KEYS, NEW WILLIAMSHIRE, MP 91032",Investment proceeds SRBSYJ8S,GEN-7c6ce7b73307,GEN-7670e121e2f2,
c30b14ab-421e-4987-8bba-79ad8f9c710f,189753.96,CAD,2025-01-08T09:10:53,GEORGE DOUGLAS,"132 PARKER CORNERS, WEST SAMANTHAPORT, NU E4V 9J1",ROBERT WASHINGTON,"0826 POWELL PORTS SUITE 350, SAMUELMOUTH, AB K1B 1G9",Commercial payment ref KP02M3OL,GEN-eb58d9fa1b5c,GEN-71ba98c8dc78,
46359cc9-0dfa-44fa-84b0-a8ed5fc2d878,407352.23,USD,2025-11-24T23:43:06,MICHAEL WILSON,"99603 BETH CAUSEWAY SUITE 357, NORTH DEVINTOWN, PE K7T 6K4",JACLYN WADE,"138 BARBARA FORGE, SHAWMOUTH, PR 51758",Commercial payment ref OGCSJ0FM,GEN-eabc767cc55e,GEN-b23cc5b5b8d9,
50cad47a-b3c6-4772-a2e4-2e2d12c97072,178098.48,CAD,2025-10-23T14:18:16,FRANCOIS VEILLEUX-GRENIER,"57623 CHEMIN ASSELIN, BAIE VANESSA, QC S3N 2M8",GLENDA TAPIA,"935 TINA PORTS, PONCESIDE, NS K9N4H9",Wire transfer - SPE90YGW,GEN-36cbdb073fb9,GEN-c3936ef16909,
2b9fef82-15c7-4137-9d41-a0b8a47bace9,150525.89,CAD,2025-08-26T07:36:55,LINDA MOORE,"0212 RICHARD GREENS, NORTH GLENFORT, SK S4L 1M5",SHANNON JOHNSON,"234 ANITA PARK, SOUTH BRITTANY, PE C9N 3X1",Service fee payment B3BFLBV1,GEN-003eb0905dfb,GEN-80f5b0efa142,
c1b7e1de-badd-4bd0-bc2b-65106b460206,602209.93,CAD,2025-05-13T05:25:53,LAWRENCE KIDD,"3320 CHRISTINA RUE, NEW LAURASTAD, QC S8C3R9","MORTON, RODRIGUEZ AND BROWN","5919 STEVEN SHORE APT. 882, EAST ADAMVIEW, NL R2R 6Y7",Loan repayment EI7IUOWD,GEN-35d981d30698,GEN-841b1173dd80,
6a33b23d-63a0-45c0-8bb4-bf3c4bc7cf08,112882.62,CAD,2025-05-10T00:02:13,WALTON LLC,"3263 HARDY STREET APT. 964, NICOLEBOROUGH, NU V6J1G2",PAMELA ALLEN,"9172 LAWSON CENTERS, DYLANTON, MB N9S4N4",Operational expenses IBQABYFZ,GEN-f5fb23bed33d,GEN-3482ce587cee,
899d1005-e6cf-47f9-9647-ba367d1850ec,561689.69,USD,2025-04-15T14:39:18,ELIJAH HOWARD,"4187 BRYANT JUNCTION, EAST TAYLORLAND, NS Y6S4M7",ROBIN WILLIAMS,"612 JASON MILL APT. 312, SNYDERBERG, PE C4T2R3",Commercial payment ref 6U1P14LW,GEN-81f3f88a8e19,GEN-c16afd54b650,
f2011a05-d708-4319-a5ce-0eaed216fedc,368137.15,USD,2025-05-27T06:20:51,MATTEO DIETZ-ROHRDANZ,"WOHLGEMUTGASSE 77, 24186 HUNFELD",BRIAN GUZMAN,"4163 SUZANNE JUNCTIONS SUITE 799, CARLSONBURGH, QC H5B 9K3",Import/export settlement 2B5YFKO8,GEN-4c026c9f702d,GEN-5d97e8038948,
8c79093b-db2f-4b91-a9d2-774063198267,579451.49,CAD,2025-11-02T17:46:43,PIERRE PERREAULT,"55666 RUE DUBE APT. 389, LAC- MONIQUE, SK K1Y 2C2",SARAH SMITH,"23883 SARA OVERPASS APT. 246, MIRANDALAND, BC J8X 2B7",Loan repayment CDKPHTHN,GEN-471cdfcb823a,GEN-75ac2ccee086,
5e61e490-749b-48c0-beb8-b681d972beb6,583454.42,USD,2025-07-20T13:00:59,ANTHONY-JENKINS,"30013 ANNETTE WALKS, NORTH PHYLLIS, ON X7M 7K4",PENELOPE-CHRISTIANE BEAUDOIN,"5448 BOULEVARD LOUIS APT. 233, LILE- CONSTANCE, NT N7R 1G9",Import/export settlement S5B29HLU,GEN-577b9c366cb9,GEN-519c4becf680,
33c1d906-79aa-447c-ab2a-a352fc28ead7,21953.95,CAD,2025-03-27T12:53:46,DAVID BLAIS,"33368 MONTEE MARTEL, PERREAULT, BC X9H1G4",JIA TENG SHI PIN HE TONG HUI SHE,FU GANG XIAN SHAN WU SHI XIA JI YU 7DING MU 15FAN 1HAO  SHITEILEI MEN 818,Wire transfer - X5AUVSQV,GEN-ca71272bfd3e,GEN-a508e0b5a158,
b0f6d024-da35-43a9-af0a-15e8145daccd,682664.59,CAD,2025-10-27T20:47:22,JAMES BELL,"941 CONRAD POINT SUITE 756, ISAIAHLAND, YT K5M 8H4",STEPHANIE POTVIN-JACQUES,"217 ROUTE GUILLEMETTE SUITE 841, L-LA-BOUCHARD, ON P5N9L3",Funds transfer for JAMES BELL F2SCWYOB,GEN-31aa5df3925f,GEN-98fff7af9096,GEN-31aa5df3925f
5db1e8b8-aaad-4f4e-9564-df0d4cd1560d,649677.95,USD,2025-06-25T07:20:43,WATSON INC,"64677 SUAREZ GLENS, PORT DYLANTON, AB G8R 9E3",ACHIM PEUKERT,"INGMAR-WAGNER-ALLEE 5/1, 65453 MARIENBERG",Service fee payment T292ARO8,GEN-a00752b487c7,GEN-d63e2d73c590,
e6303d47-0a03-4083-9dc6-b7ea7d2bf74c,110937.96,USD,2025-12-15T19:06:58,TRISTAN HAMEL-PERREAULT,"33866 ALLE SOPHIE, BAIE FREDERIQUE, NT C4V2S1","BRETON, SAVOIE AND DESBIENS","86950 RUE VERONIQUE, JULIETTE OUEST, NT T9G 1G8",Trade settlement 631MY9BM,GEN-d928f0247f01,GEN-7cfb6f6ea6bd,
1839b210-86ef-4209-8a99-c3d993eb2910,369944.08,CAD,2025-10-15T07:14:30,DAVIS-MOORE,"8183 CRUZ GARDEN APT. 381, LAKE GREGORY, NT E7X 4B4","VELASQUEZ, MYERS AND WEST","414 GREEN VALLEYS APT. 335, LYNNBOROUGH, NL B8K9J7","Remittance for property at 8183 CRUZ GARDEN APT. 381, LAKE GREGORY, NT E7X 4B4 W51UFMXE",GEN-ab1aa5770025,GEN-a3db635a01db,GEN-ab1aa5770025
53376e49-3faf-4708-ab25-7ad334ba5c6b,217618.03,USD,2025-05-30T05:33:27,QIAO BEN JIAN SHE ZHU SHI HUI SHE,QI FU XIAN WU ZANG CUN SHAN SHI RU GU 37DING MU 10FAN 8HAO  HE KEQIU SHIYARUMU731,"PARK, HENRY AND BROWN","644 RONALD RUN, NEW ALLISON, NB R9X6A2",Consulting services RG1H36DV,GEN-60ca3d385030,GEN-75e98d23409d,
7cc66377-3328-44dd-89f4-84a4d8e6207d,561001.78,USD,2025-11-04T06:00:13,SULTAN KHALIFAH ASAD,"88445 MICHAEL MOUNT SUITE 665, LAKE CODYBERG, NM 75906",AMY PARKER,"422 ROGERS TRACE, AUSTINSHIRE, PW 07100",Funds transfer for ROSALIE PREVOST-BEGIN A11NBPLU,NK-NjLgiqKun7za7ZxycgqpR9,GEN-6e59d41d48fa,GEN-bb39239f3e38
b7c3c56e-f6ae-429d-b5aa-0da99fd6ddcc,897358.72,CHF,2025-11-08T14:47:32,JOSEPH CHAPMAN,"69065 TORRES MISSION, EAST DAVIDMOUTH, GA 52291",CARROLL PLC,"64687 ALEXANDRA LIGHTS, LAURENCHESTER, YT P4X1T5",Service fee payment Y4JHYM53,GEN-bfdcfa4bafe3,GEN-dd9953b8f8c3,
9751420a-413b-4c35-80c2-875670559f1b,783141.27,USD,2025-10-23T01:20:39,RENEE MARSHALL,"6687 JONES ISLAND, EAST BRANDYHAVEN, LA 31488",JACQUELINE GINGRAS,"21425 CHEMIN DESBIENS, MONT- CHARRON, NB G7P6S5",Commercial payment - beneficiary RENEE MARSHALL - LVGWMCOC,GEN-43be21364c1a,GEN-e8b7e229d094,GEN-43be21364c1a
46691cc9-fb9d-4c8a-8837-9ed735de41dc,125754.29,USD,2025-02-23T13:16:06,ZACHARIE RENAUD,"797 CHEMIN VIRGINIE, OUELLET, AB X3C 5T9",ABDULQADER HASAN YAHYA AL-MURTADHA,"39452 GARCIA RUE SUITE 207, ERINTOWN, QC T2R4T6",Wire transfer on behalf of ABDULQADER HASAN YAHYA AL-MURTADHA - JIKRHOX4,GEN-15648fd0afe7,NK-m7Fudp8hPcft7h8YgsChDU,NK-m7Fudp8hPcft7h8YgsChDU
3edaff8d-53ca-45f6-97ef-09f43efe4cdb,111793.46,CAD,2025-01-23T21:22:53,MARGUERITE CARRIER,"373 RUE LAURENCE APT. 051, LAC- CELINE, NB H1V 1R9",ANDREW WARREN,"21975 HANSEN CENTER APT. 944, NORTH KEVINMOUTH, YT M5P 6L9",Consulting services 32M40V6I,GEN-0af5dad6c2fc,GEN-ae772f5b5de2,
e5ae3160-df2f-4df3-b905-28d2df0146b3,997779.31,USD,2025-01-28T12:50:02,VEZINA LTD,"412 ALLE AMELIE APT. 963, LA VACHON, AB X9G 6J8",BERNARD CARON,"7427 ALLE CHARBONNEAU SUITE 621, TREPANIER, NB H2S 9P8",Consulting services YCK5OH2R,GEN-4b442269f228,GEN-5b975646b822,
eea4a55d-29a1-415d-b273-d39fcd3bb456,144422.28,USD,2025-10-28T13:46:56,SULTAN KHALIFAH ASAD,"47074 SHAH ISLANDS SUITE 861, HOUSTONTON, SK T5N 2A9",JOSHUA WILLIAMS,"34106 ERIN SHOAL, BUCHANANLAND, QC A5A8R3",Commercial payment ref GXHVLXXC,NK-NjLgiqKun7za7ZxycgqpR9,GEN-4ddbec923cf7,
c100ae4d-6dc3-4811-aa48-83a29b6ea02c,436387.95,CAD,2025-02-14T11:22:07,SHEILA JOHNSON,"543 EVAN FORGE, ROBERTSIDE, NL H5G 9M1",LEWIS GROUP,"02745 JOSHUA VISTA SUITE 133, NEW DANIEL, PE G2R4B6",Service fee payment XC1558HE,GEN-c56bbe0134a2,GEN-b79f33e66d7e,
75992c7c-4153-4232-b6f3-a8171e3df51a,22654.15,USD,2025-07-19T05:07:16,MAXIME HARVEY,"68434 CHEMIN GAGNE, DENIS EST, NB R1H4M4",JONATHAN WALTERS JR.,"3718 MORRISON FORT APT. 633, JENNIFERLAND, MB H7X 7K9",Payment for invoice GBA6HWLU,GEN-57959f3b699a,GEN-1a14e615c79d,
d464ff79-90a6-4e0c-8924-85a62ee858cd,994457.78,CAD,2025-07-22T10:01:47,JOHN BOYD,"47463 KATHERINE ISLANDS, PORT MATTHEWFORT, YT L4M 1C7",RESTON,"459 MIDDLETON JUNCTION APT. 295, SOUTH JOHNSIDE, KY 57264",Commercial payment ref XPGK4LVJ,GEN-ed9c31be5f69,NK-9fKRQwkohzhZqNWCRqSyC6,
0595a9a1-552e-472e-b75e-94ae5e335671,859081.18,CAD,2025-08-15T19:09:55,JONATHAN MONTOYA,"532 LEON ISLAND APT. 336, PORT COURTNEYLAND, NU V6N 6G1",TERRY NAVARRO,"719 ANDREW FIELDS APT. 684, PORT CHERYL, NL K8K 9R3",Wire transfer - HQXKZR1L,GEN-ee65fede5cda,GEN-e44a553a833a,
308b9533-8391-4de6-b68f-ede9d2adb888,721896.75,CAD,2025-06-10T15:30:35,TIMOTHEE CHARRON,"131 MONTEE ZACHARIE, GODIN, NB A1R 9P1",KRISTINE CALDWELL,"5329 WEISS WALL SUITE 738, JILLMOUTH, YT R7A 6P8",Service fee payment JQO2BOQM,GEN-0625449d3f07,GEN-24ead170e9a8,
17570621-5f3e-45d0-9b9d-440067dd4d8a,635315.21,USD,2025-09-14T05:44:51,SHAN BEN QING BAO HE TONG HUI SHE,GONG QI XIAN SHAN WU JUN ZHI SHAN TING QIAN CAO QIAO 34DING MU 24FAN 18HAO,AMY HERNANDEZ,"03614 MICHAEL ROAD APT. 669, LAKE DONNAFURT, NS C7X4L9",Loan repayment FOXJ0M1F,GEN-03936c5e8cb4,GEN-a9c444955ee6,
ba1076fc-a3ed-42fb-9be6-32ba30f0dc88,218408.46,CAD,2025-06-18T16:29:51,ARTHUR-NICOLAS DESCHENES,"453 ROUTE ROY, BELANGER, NT J4B5R1",TERRY GROUP,"6886 JOSE MOUNTAINS, PORT JOHN, YT J7A1E8","Commercial transfer TERRY GROUP (6886 JOSE MOUNTAINS, PORT JOHN, YT J7A1E8) 2LGEM8KN",GEN-2e9b4979088d,GEN-967a7462fd8c,GEN-967a7462fd8c
96300453-cb77-4502-826f-5c81a3829800,131236.64,CAD,2025-02-16T17:20:43,LOPEZ GROUP,"23355 ELLIS SUMMIT, CHRISTOPHERVIEW, MB H2G3V1",ERIN WATKINS,"8033 JESSICA INLET, EAST NATHAN, NS J7A 4N6",Service fee payment 38WCZBNP,GEN-b71fcd3264ce,GEN-cea1c4a8b042,
458551fc-3c3e-4f26-9dd6-684d8c6e4e25,9378.71,CAD,2025-02-05T01:03:29,STEPHANIE GRIFFITH,"0988 JEFFREY STREAM APT. 490, LAKE ANDREA, LA 93526",ERIN KOCH,"4023 WHITEHEAD DALE, GREENELAND, KY 28194",Commercial payment ref SN8IE5U9,GEN-ca090d2cdd85,GEN-2562ae1e6ca8,
62977af9-c751-4a21-831c-c8e1b1ec40b7,433682.58,CAD,2025-05-09T07:17:15,MATTHEW MILLER,"49989 FISCHER CLIFF APT. 059, WEST JAMESVIEW, BC B7P4L4",JULIETTE DUVAL,"8450 MONTEE PATEL, DENIS OUEST, NL L3E 5B4",Service fee payment DF5X4AHJ,GEN-d6ac24392f2d,GEN-e242e92f648e,
40e4cad0-094d-4542-8e73-8aad65862ebf,969151.17,CAD,2025-07-11T11:15:45,ST-JEAN GROUP,"501 ALLE LABELLE, VILLE OUELLET, MB J9B8M9",PUBLIC JOINT STOCK COMPANY TYAZHPRESSMASH CONSULTING,"AVENIDA FINLANDIA 109 INTERIOR 925, NUEVA BAHAMAS, OAX 57029",Service fee payment C0GZ2GF5,GEN-347e0bc56623,NK-VKVGRQMNqYxwXxvSbWzE7C,
